student_id,traditional_difficulty_mrr,adaptive_difficulty_mrr,test_rows
78523,0.09616079494128271,0.4356368563685639,369
78544,0.1727272727272726,0.46060606060605974,253
78557,0.20881294964028851,0.10827338129496392,278
78561,0.11944444444444421,0.44726930320150654,354
78571,0.23333333333333423,0.23333333333333423,268
